code,signal_date,buy_date,buy,sell_date,sell,pnl_pct,hold_days,exit_reason,platform,still_open
601633,2025-09-09,2025-09-10,26.24,2025-09-11,25.6,-2.4390243902438935,1,破平台止损,25.85,False
601658,2025-09-09,2025-09-10,6.12,2025-09-11,6.11,-0.16339869281045694,1,破平台止损,6.13,False
000725,2025-09-11,2025-09-12,4.15,2025-09-15,4.13,-0.48192771084338837,1,破平台止损,4.14,False
000975,2025-09-11,2025-09-12,20.91,2025-09-19,20.02,-4.256336681013872,5,破平台止损,20.55,False
300413,2025-09-11,2025-09-12,30.28,2025-10-13,30.23,-0.16512549537648358,15,破MA20,26.45,False
300896,2025-09-11,2025-09-12,196.33,2025-09-15,191.39,-2.5161717516426596,1,破平台止损,195.04,False
600066,2025-09-11,2025-09-12,27.15,2025-09-16,26.98,-0.6261510128913406,2,破平台止损,27.2,False
600089,2025-09-11,2025-09-12,14.9,2025-09-17,14.71,-1.2751677852348986,3,破平台止损,14.72,False
600143,2025-09-11,2025-09-12,17.65,2025-10-14,20.34,15.240793201133162,16,破MA20,16.67,False
600346,2025-09-11,2025-09-12,16.92,2025-09-15,16.61,-1.8321513002364176,1,破平台止损,16.79,False
603799,2025-09-11,2025-09-12,51.54,2025-09-19,49.77,-3.434225844004646,5,破平台止损,50.32,False
688271,2025-09-11,2025-09-12,154.86,2025-09-15,150.99,-2.499031383184813,1,破平台止损,151.96,False
000661,2025-09-12,2025-09-15,125.55,2025-09-17,123.75,-1.4336917562724039,2,破平台止损,124.46,False
001979,2025-09-12,2025-09-15,9.4,2025-09-19,9.23,-1.8085106382978666,4,破平台止损,9.39,False
300604,2025-09-12,2025-09-15,62.18,2025-09-16,59.97,-3.554197491154709,1,破平台止损,61.29,False
300433,2025-09-15,2025-09-16,29.97,2025-09-22,31.49,5.071738405071735,4,破MA20,30.2,False
600547,2025-09-15,2025-09-16,38.72,2025-09-18,36.96,-4.545454545454541,2,破平台止损,37.52,False
688271,2025-09-16,2025-09-17,152.66,2025-09-18,150.76,-1.244595833879214,1,破平台止损,151.96,False
000425,2025-09-17,2025-09-18,9.73,2025-10-28,10.26,5.4470709146968055,22,破MA20,9.65,False
000630,2025-09-17,2025-09-18,4.42,2025-09-19,4.29,-2.941176470588236,1,破平台止损,4.51,False
000725,2025-09-17,2025-09-18,4.12,2025-09-19,4.08,-0.9708737864077666,1,破平台止损,4.14,False
002558,2025-09-17,2025-09-18,44.81,2025-09-24,42.98,-4.083909841553234,4,破平台止损,43.51,False
300498,2025-09-17,2025-09-18,19.01,2025-09-26,18.19,-4.313519200420835,6,破平台止损,18.15,False
300604,2025-09-17,2025-09-18,66.72,2025-10-21,82.36,23.441247002398093,17,破MA20,61.29,False
600418,2025-09-17,2025-09-18,57.96,2025-09-19,54.88,-5.31400966183575,1,破平台止损,55.5,False
601059,2025-09-17,2025-09-18,19.77,2025-09-19,19.08,-3.490136570561464,1,破平台止损,19.94,False
000333,2025-09-19,2025-09-22,70.82,2025-09-23,69.35,-2.075684834792435,1,破平台止损,70.08,False
002230,2025-09-19,2025-09-22,53.25,2025-09-24,51.25,-3.7558685446009377,2,破平台止损,52.68,False
300750,2025-09-19,2025-09-22,364.78,2025-10-15,352.96,-3.2403092274795764,11,破MA20,320.35,False
600066,2025-09-19,2025-09-22,27.42,2025-09-26,26.55,-3.1728665207877538,4,破平台止损,27.2,False
600489,2025-09-19,2025-09-22,18.9,2025-10-27,22.19,17.407407407407426,19,破MA20,18.17,False
000975,2025-09-22,2025-09-23,20.87,2025-10-23,21.7,3.977000479156678,16,破MA20,20.55,False
300316,2025-09-22,2025-09-23,39.4,2025-10-20,38.4,-2.538071065989844,13,破MA20,35.83,False
600547,2025-09-22,2025-09-23,38.81,2025-10-21,38.7,-0.2834321051275457,14,破MA20,37.52,False
601689,2025-09-22,2025-09-23,75.49,2025-10-13,67.54,-10.53119618492514,8,破MA20,71.2,False
603501,2025-09-22,2025-09-23,144.94,2025-10-13,135.9,-6.237063612529314,8,破平台止损,141.97,False
603986,2025-09-22,2025-09-23,195.72,2025-11-06,224.17,14.536071939505412,26,破MA20,174.63,False
688331,2025-09-22,2025-09-23,104.0,2025-10-10,101.1,-2.7884615384615397,7,破MA20,96.82,False
002709,2025-09-23,2025-09-24,30.97,2025-10-23,32.72,5.650629641588645,15,破MA20,30.63,False
000333,2025-09-24,2025-09-25,69.39,2025-09-26,69.15,-0.34587116299177323,1,破平台止损,70.08,False
000538,2025-09-24,2025-09-25,56.02,2025-09-26,55.55,-0.8389860764012935,1,破MA20,55.32,False
000938,2025-09-24,2025-09-25,30.43,2025-10-13,28.43,-6.572461386789352,6,破平台止损,29.57,False
002202,2025-09-24,2025-09-25,13.49,2025-10-21,14.66,8.67309117865085,12,破MA20,13.23,False
603296,2025-09-24,2025-09-25,72.58,2025-10-13,65.49,-9.76853127583357,6,破平台止损,69.46,False
002558,2025-09-25,2025-09-26,44.69,2025-10-10,41.72,-6.645782054150818,4,破平台止损,43.51,False
600031,2025-09-26,2025-09-29,22.05,2025-10-28,22.5,2.0408163265306145,15,破MA20,21.34,False
000661,2025-09-29,2025-09-30,129.24,2025-10-15,124.19,-3.9074589910244595,5,破平台止损,127.74,False
002156,2025-09-29,2025-09-30,38.64,2025-11-04,41.69,7.89337474120082,19,破MA20,37.68,False
002920,2025-09-29,2025-09-30,148.21,2025-10-14,135.2,-8.77808514945012,4,破平台止损,135.94,False
300408,2025-09-29,2025-09-30,46.5,2025-10-24,47.86,2.9247311827957034,12,破MA20,45.25,False
300418,2025-09-29,2025-09-30,46.8,2025-10-14,45.19,-3.440170940170939,4,破平台止损,45.41,False
301308,2025-09-29,2025-09-30,158.69,2025-11-20,273.96,72.63847753481629,31,破MA20,144.02,False
688047,2025-09-29,2025-09-30,159.0,2025-10-13,140.01,-11.943396226415103,3,破平台止损,150.1,False
601888,2025-09-30,2025-10-09,70.48,2025-10-10,69.29,-1.6884222474460753,1,破平台止损,71.45,False
300498,2025-10-10,2025-10-13,18.06,2025-10-14,18.27,1.1627906976744207,1,破MA20,18.15,False
688187,2025-10-13,2025-10-14,55.85,2025-11-03,51.95,-6.982990152193369,14,破平台止损,52.21,False
688375,2025-10-13,2025-10-14,77.29,2025-10-17,73.94,-4.334325268469408,3,破MA20,70.68,False
001309,2025-10-15,2025-10-16,183.77,2025-11-21,222.48,21.06437394569298,26,破MA20,170.44,False
002920,2025-10-15,2025-10-16,135.38,2025-10-20,124.82,-7.800265918156302,2,破平台止损,135.94,False
300223,2025-10-15,2025-10-16,87.98,2025-10-20,86.19,-2.0345533075699085,2,破平台止损,88.91,False
300857,2025-10-15,2025-10-16,108.56,2025-10-17,111.05,2.293662490788506,1,破MA20,99.04,False
600522,2025-10-15,2025-10-16,18.19,2025-10-20,17.27,-5.057724024189126,2,破平台止损,17.24,False
688072,2025-10-15,2025-10-16,251.36,2025-11-21,291.29,15.885582431572253,26,破MA20,229.77,False
688120,2025-10-15,2025-10-16,106.35,2025-10-20,103.4,-2.7738598965679206,2,破MA20,97.76,False
688981,2025-10-15,2025-10-16,127.8,2025-10-20,124.1,-2.8951486697965545,2,破MA20,119.22,False
300750,2025-10-20,2025-10-21,367.24,2025-10-22,370.1,0.7787822677268297,1,破MA20,320.35,False
300857,2025-10-20,2025-10-21,109.74,2025-10-22,112.02,2.077638053581188,1,破MA20,99.04,False
000157,2025-10-21,2025-10-22,7.92,2025-10-29,7.74,-2.2727272727272707,5,破平台止损,7.89,False
000708,2025-10-21,2025-10-22,13.21,2025-11-19,14.29,8.17562452687357,20,破MA20,13.13,False
600522,2025-10-21,2025-10-22,17.6,2025-10-23,17.3,-1.7045454545454586,1,破MA20,17.24,False
601336,2025-10-21,2025-10-22,67.12,2025-11-03,66.74,-0.566150178784286,8,破平台止损,67.56,False
688981,2025-10-21,2025-10-22,125.42,2025-10-23,125.18,-0.191357040344442,1,破MA20,119.22,False
688120,2025-10-23,2025-10-24,102.85,2025-10-27,107.06,4.0933398152649625,1,破MA20,97.76,False
002028,2025-10-24,2025-10-27,122.0,2025-11-24,135.19,10.811475409836069,20,破MA20,114.47,False
600522,2025-10-24,2025-10-27,18.18,2025-10-28,17.4,-4.290429042904298,1,破MA20,17.24,False
000933,2025-10-27,2025-10-28,23.73,2025-11-19,23.93,0.8428150021070335,16,破MA20,22.2,False
601628,2025-10-28,2025-10-29,44.99,2025-11-18,43.25,-3.8675261169148767,14,破MA20,42.68,False
002236,2025-10-29,2025-10-30,20.53,2025-10-31,20.07,-2.2406234778373113,1,破平台止损,20.57,False
600801,2025-10-29,2025-10-30,21.2,2025-11-20,21.42,1.0377358490566202,15,破MA20,20.73,False
601898,2025-10-29,2025-10-30,13.79,2025-11-21,14.05,1.8854242204496163,16,破MA20,13.51,False
688120,2025-10-29,2025-10-30,107.29,2025-10-31,101.09,-5.7787305433870895,1,破MA20,97.76,False
000157,2025-11-03,2025-11-04,8.08,2025-11-18,7.91,-2.103960396039606,10,破MA20,7.89,False
003816,2025-11-03,2025-11-04,4.01,2025-11-14,4.03,0.4987531172069959,8,破MA20,3.91,False
300223,2025-11-03,2025-11-04,89.61,2025-11-06,90.0,0.43521928356209383,2,破平台止损,88.91,False
600406,2025-11-03,2025-11-04,24.04,2025-11-17,23.29,-3.1198003327786994,9,破平台止损,23.42,False
601058,2025-11-03,2025-11-04,15.27,2025-11-25,15.49,1.4407334643091074,15,破MA20,15.09,False
601857,2025-11-04,2025-11-05,9.24,2025-11-27,9.45,2.2727272727272707,16,破MA20,8.65,False
002595,2025-11-05,2025-11-06,45.09,2025-11-24,45.68,1.308494122865378,12,破MA20,43.54,False
600027,2025-11-05,2025-11-06,5.28,2025-11-12,5.25,-0.5681818181818232,4,破平台止损,5.24,False
600549,2025-11-05,2025-11-06,35.38,2025-11-10,34.88,-1.4132278123233477,2,破平台止损,34.93,False
300136,2025-11-06,2025-11-07,35.39,2025-11-11,32.87,-7.120655552415944,2,破平台止损,33.03,False
300408,2025-11-06,2025-11-07,52.82,2025-11-11,50.99,-3.4645967436576997,2,破平台止损,51.2,False
300979,2025-11-06,2025-11-07,56.92,2025-11-26,56.87,-0.08784258608574014,13,破MA20,55.09,False
600011,2025-11-06,2025-11-07,7.84,2025-11-10,7.87,0.3826530612244916,1,破平台止损,7.83,False
600115,2025-11-06,2025-11-07,4.95,2025-11-10,4.92,-0.60606060606061,1,破平台止损,4.94,False
600938,2025-11-06,2025-11-07,28.35,2025-11-25,28.14,-0.7407407407407418,12,破MA20,27.73,False
000807,2025-11-07,2025-11-10,25.04,2025-11-19,23.4,-6.549520766773165,7,破MA20,22.53,False
002128,2025-11-07,2025-11-10,26.01,2025-11-24,24.73,-4.921184159938486,10,破MA20,24.27,False
600803,2025-11-07,2025-11-10,20.17,2025-12-23,21.46,6.395637084779371,31,破MA20,19.52,False
601336,2025-11-10,2025-11-11,67.91,2025-11-12,66.53,-2.0321013105580876,1,破平台止损,67.56,False
601991,2025-11-10,2025-11-11,3.8,2025-11-12,3.73,-1.8421052631578894,1,破平台止损,3.77,False
600019,2025-11-11,2025-11-12,7.41,2025-11-20,7.22,-2.564102564102566,6,破MA20,7.14,False
605117,2025-11-13,2025-11-14,57.74,2025-11-20,56.89,-1.4721163837894014,4,破平台止损,57.04,False
000333,2025-11-19,2025-11-20,73.83,2025-12-12,75.59,2.3838548015711947,16,破MA20,73.21,False
601600,2025-11-19,2025-11-20,11.1,2025-11-24,10.58,-4.684684684684681,2,破MA20,10.31,False
002595,2025-12-01,2025-12-02,47.72,2026-01-09,55.73,16.785414920368822,26,破MA20,46.95,False
600887,2025-12-01,2025-12-02,28.0,2025-12-08,27.51,-1.749999999999996,4,破MA20,27.29,False
605117,2025-12-01,2025-12-02,57.57,2025-12-30,61.48,6.791731804759427,20,破MA20,57.04,False
601211,2025-12-10,2025-12-11,20.04,2026-01-15,20.26,1.0978043912175828,23,破MA20,19.64,False
000547,2025-12-22,2025-12-23,22.63,2026-01-19,29.6,30.799823243482116,17,破MA20,20.57,False
601100,2025-12-22,2025-12-23,107.0,2025-12-24,105.5,-1.4018691588784993,1,破MA20,104.25,False
000100,2025-12-24,2025-12-25,4.43,2025-12-26,4.37,-1.3544018058690654,1,破平台止损,4.46,False
002384,2025-12-24,2025-12-25,86.64,2026-01-07,82.0,-5.355493998153282,7,破平台止损,82.61,False
300394,2025-12-24,2025-12-25,159.44,2025-12-31,151.59,-4.923482187656791,4,破MA20,141.72,False
301377,2025-12-25,2025-12-26,138.69,2026-02-09,168.51,21.50118970365562,29,破MA20,136.85,False
601100,2025-12-25,2025-12-26,106.97,2026-01-27,111.29,4.038515471627568,20,破MA20,104.25,False
000975,2025-12-26,2025-12-29,24.61,2025-12-30,23.51,-4.469727752945952,1,破平台止损,24.45,False
600309,2025-12-26,2025-12-29,75.68,2026-02-03,80.36,6.183932346723031,24,破MA20,73.02,False
603268,2025-12-29,2025-12-30,88.2,2026-01-05,83.32,-5.532879818594116,2,破平台止损,85.01,False
000100,2025-12-30,2025-12-31,4.45,2026-01-05,4.46,0.22471910112358273,1,破平台止损,4.46,False
600875,2025-12-30,2025-12-31,24.3,2026-01-30,25.3,4.115226337448563,20,破MA20,24.27,False
000157,2025-12-31,2026-01-05,8.44,2026-01-09,8.38,-0.7109004739336289,4,破平台止损,8.43,False
688361,2026-01-05,2026-01-06,165.0,2026-01-30,186.0,12.72727272727272,18,破MA20,154.0,False
603268,2026-01-06,2026-01-07,89.8,2026-01-19,83.2,-7.349665924276161,8,破平台止损,85.01,False
000933,2026-01-09,2026-01-12,29.8,2026-01-13,28.81,-3.3221476510067127,1,破平台止损,29.0,False
000975,2026-01-09,2026-01-12,25.58,2026-02-05,29.93,17.00547302580142,18,破MA20,24.45,False
600426,2026-01-09,2026-01-12,33.11,2026-02-03,35.25,6.463304137722736,16,破MA20,31.62,False
603799,2026-01-09,2026-01-12,76.34,2026-02-02,68.25,-10.59732774430181,15,破平台止损,72.86,False
688120,2026-01-09,2026-01-12,124.54,2026-02-03,129.18,3.725710615063438,16,破MA20,119.0,False
600115,2026-01-13,2026-01-14,5.98,2026-01-15,5.82,-2.6755852842809347,1,破平台止损,6.05,False
002414,2026-01-15,2026-01-16,17.01,2026-01-30,17.22,1.2345679012345512,10,破MA20,16.31,False
603986,2026-01-15,2026-01-16,259.65,2026-02-05,269.55,3.812824956672456,14,破MA20,250.42,False
000725,2026-01-19,2026-01-20,4.47,2026-01-21,4.4,-1.5659955257270597,1,破平台止损,4.46,False
000933,2026-01-19,2026-01-20,31.1,2026-02-03,30.82,-0.9003215434083667,10,破MA20,29.0,False
002080,2026-01-19,2026-01-20,39.51,2026-01-21,37.03,-6.2768919260946525,1,破平台止损,37.7,False
600482,2026-01-19,2026-01-20,24.85,2026-03-16,33.16,33.44064386317904,33,破MA20,24.24,False
688521,2026-01-19,2026-01-20,180.4,2026-02-09,200.0,10.864745011086473,14,破MA20,176.88,False
301308,2026-01-21,2026-01-22,364.28,2026-02-03,310.39,-14.79356538926101,8,破平台止损,325.57,False
688082,2026-01-21,2026-01-22,217.0,2026-01-26,194.51,-10.364055299539176,2,破平台止损,204.77,False
601872,2026-01-22,2026-01-23,10.98,2026-02-03,11.07,0.8196721311475308,7,破MA20,10.7,False
002371,2026-01-23,2026-01-26,507.64,2026-01-30,472.0,-7.020723347253954,4,破平台止损,485.53,False
688249,2026-01-23,2026-01-26,37.33,2026-01-27,36.01,-3.536030002678814,1,破平台止损,37.4,False
600350,2026-01-26,2026-01-27,9.51,2026-02-13,9.68,1.7875920084121866,13,破MA20,9.43,False
000100,2026-01-27,2026-01-28,4.97,2026-02-02,4.68,-5.835010060362178,3,破平台止损,4.83,False
001979,2026-01-27,2026-01-28,9.87,2026-02-25,10.22,3.546099290780158,14,破MA20,9.77,False
600346,2026-01-29,2026-01-30,25.57,2026-02-03,24.08,-5.827141181071571,2,破平台止损,24.67,False
000338,2026-01-30,2026-02-02,23.5,2026-02-03,23.2,-1.276595744680853,1,破平台止损,23.5,False
300604,2026-01-30,2026-02-02,124.47,2026-02-03,125.94,1.181007471679929,1,破MA20,111.28,False
688777,2026-01-30,2026-02-02,82.79,2026-02-25,79.28,-4.23964246889722,11,破MA20,74.59,False
002142,2026-02-03,2026-02-04,30.6,2026-02-26,31.04,1.437908496732021,10,破MA20,29.5,False
002414,2026-02-03,2026-02-04,16.75,2026-02-05,16.65,-0.5970149253731405,1,破MA20,16.31,False
600893,2026-02-03,2026-02-04,48.45,2026-03-13,55.02,13.56037151702787,21,破MA20,46.65,False
000100,2026-02-04,2026-02-05,4.8,2026-02-09,4.85,1.041666666666674,2,破平台止损,4.83,False
000338,2026-02-04,2026-02-05,25.1,2026-03-12,26.41,5.2191235059760865,19,破MA20,23.5,False
600028,2026-02-04,2026-02-05,6.37,2026-02-24,6.33,-0.6279434850863463,7,破平台止损,6.26,False
600522,2026-02-04,2026-02-05,22.1,2026-02-06,20.5,-7.239819004524895,1,破平台止损,21.85,False
600875,2026-02-04,2026-02-05,25.98,2026-03-23,36.44,40.26173979984602,26,破MA20,26.08,False
002001,2026-02-05,2026-02-06,27.05,2026-03-23,32.63,20.628465804066543,25,破MA20,27.27,False
688120,2026-02-05,2026-02-06,129.18,2026-02-09,130.61,1.1069825050317394,1,破平台止损,129.58,False
600176,2026-02-06,2026-02-09,22.3,2026-03-16,25.8,15.695067264573993,19,破MA20,21.7,False
601018,2026-02-06,2026-02-09,4.01,2026-03-18,4.02,0.24937655860348684,21,破MA20,3.88,False
600026,2026-02-09,2026-02-10,16.45,2026-03-30,23.23,41.215805471124625,28,破MA20,14.57,False
600031,2026-02-09,2026-02-10,23.68,2026-03-03,23.13,-2.3226351351351426,9,破平台止损,23.05,False
600519,2026-02-09,2026-02-10,1489.71,2026-02-25,1436.01,-3.604728437078364,5,破平台止损,1440.82,False
601872,2026-02-09,2026-02-10,11.99,2026-03-27,16.72,39.44954128440366,27,破MA20,10.7,False
000157,2026-02-10,2026-02-11,9.68,2026-03-10,9.48,-2.066115702479332,13,破MA20,8.99,False
605117,2026-02-10,2026-02-11,67.92,2026-04-02,90.6,33.39222614840989,30,破MA20,65.16,False
688120,2026-02-10,2026-02-11,129.19,2026-02-12,130.56,1.060453595479527,1,破平台止损,129.58,False
000657,2026-02-11,2026-02-12,51.32,2026-03-16,54.61,6.410756040530008,16,破MA20,49.47,False
600585,2026-02-11,2026-02-12,24.42,2026-02-24,23.95,-1.9246519246519322,2,破平台止损,23.96,False
601857,2026-02-11,2026-02-12,10.59,2026-02-24,10.6,0.09442870632672129,2,破平台止损,10.59,False
300757,2026-02-24,2026-02-25,420.1,2026-03-06,389.0,-7.402999285884315,7,破MA20,379.36,False
001389,2026-02-25,2026-02-26,112.07,2026-03-05,107.47,-4.1045774962077175,5,破平台止损,105.06,False
601117,2026-02-26,2026-02-27,8.99,2026-03-20,9.02,0.33370411568409697,15,破MA20,8.9,False
688777,2026-02-26,2026-02-27,78.61,2026-03-02,77.78,-1.055845312301229,1,破MA20,74.59,False
002142,2026-02-27,2026-03-02,31.26,2026-03-10,31.41,0.4798464491362786,6,破MA20,29.5,False
600188,2026-02-27,2026-03-02,18.76,2026-03-26,19.63,4.6375266524520065,18,破MA20,16.65,False
601298,2026-02-27,2026-03-02,9.44,2026-03-03,9.36,-0.8474576271186418,1,破MA20,9.21,False
601390,2026-02-27,2026-03-02,6.22,2026-03-04,5.96,-4.180064308681663,2,破平台止损,6.05,False
002595,2026-03-10,2026-03-11,65.63,2026-03-12,63.33,-3.5044948956269972,1,破MA20,60.12,False
300757,2026-03-10,2026-03-11,395.01,2026-03-12,383.2,-2.9897977266398312,1,破MA20,379.36,False
600522,2026-03-10,2026-03-11,29.82,2026-03-18,26.16,-12.273641851106643,5,破平台止损,27.59,False
000933,2026-03-11,2026-03-12,35.55,2026-03-18,32.03,-9.901547116736975,4,破平台止损,34.93,False
600585,2026-03-11,2026-03-12,24.55,2026-03-16,24.37,-0.7331975560081472,2,破平台止损,24.46,False
601225,2026-03-11,2026-03-12,24.65,2026-04-01,24.34,-1.2576064908722095,14,破MA20,24.22,False
601988,2026-04-14,2026-04-15,5.71,2026-04-28,5.74,0.5253940455341555,9,破MA20,5.73,False
603659,2026-04-14,2026-04-15,35.0,2026-05-11,33.6,-3.9999999999999925,15,破MA20,33.95,False
603288,2026-04-15,2026-04-16,39.97,2026-04-20,39.0,-2.4268201150863145,2,破平台止损,39.43,False
002594,2026-04-16,2026-04-17,104.99,2026-04-20,103.78,-1.1524907134012663,1,破平台止损,104.62,False
301200,2026-04-16,2026-04-17,193.76,2026-05-06,183.52,-5.284888521882736,10,破MA20,175.69,False
688428,2026-04-16,2026-04-17,31.3,2026-04-22,29.52,-5.686900958466456,3,破平台止损,29.95,False
605117,2026-04-17,2026-04-20,101.75,2026-04-29,98.23,-3.4594594594594574,7,破平台止损,99.43,False
003816,2026-04-20,2026-04-21,4.56,2026-05-21,4.56,0.0,19,破MA20,4.51,False
601077,2026-04-20,2026-04-21,7.15,2026-05-07,7.08,-0.9790209790209836,9,破MA20,7.04,False
300866,2026-04-21,2026-04-22,114.51,2026-05-26,123.3,7.676185485983744,21,破MA20,114.91,False
600023,2026-04-21,2026-04-22,5.72,2026-05-22,5.69,-0.5244755244755095,19,破MA20,5.65,False
600233,2026-04-21,2026-04-22,21.05,2026-05-11,20.68,-1.7577197149643786,10,破MA20,20.49,False
600869,2026-04-21,2026-04-22,15.7,2026-07-02,30.6,94.90445859872614,47,破MA20,15.61,False
603288,2026-04-21,2026-04-22,39.83,2026-04-23,38.76,-2.6864172734120007,1,破平台止损,39.43,False
300604,2026-04-24,2026-04-27,160.75,2026-06-01,208.9,29.95334370139968,22,破MA20,148.13,False
002281,2026-04-28,2026-04-29,132.53,2026-06-09,212.68,60.47687316079377,26,破MA20,123.97,False
300806,2026-04-28,2026-04-29,72.01,2026-05-28,78.95,9.637550340230527,18,破MA20,68.38,False
601009,2026-04-28,2026-04-29,11.42,2026-05-07,11.28,-1.2259194395796924,3,破平台止损,11.32,False
605117,2026-04-30,2026-05-06,107.6,2026-06-03,109.0,1.3011152416356975,20,破MA20,99.43,False
688002,2026-04-30,2026-05-06,147.29,2026-05-18,135.32,-8.126824631678996,8,破平台止损,138.0,False
001389,2026-05-06,2026-05-07,183.17,2026-06-02,182.09,-0.589616203526766,18,破MA20,168.38,False
600188,2026-05-06,2026-05-07,22.49,2026-05-08,21.55,-4.179635393508219,1,破平台止损,22.17,False
002475,2026-05-07,2026-05-08,68.13,2026-05-21,71.01,4.2272126816380595,9,破MA20,68.03,False
002636,2026-05-07,2026-05-08,48.9,2026-05-15,44.89,-8.20040899795501,5,破平台止损,45.96,False
300776,2026-05-08,2026-05-11,115.05,2026-06-12,149.24,29.7175141242938,24,破MA20,112.74,False
002142,2026-05-11,2026-05-12,32.68,2026-05-13,31.91,-2.3561811505507957,1,破平台止损,32.61,False
002709,2026-05-11,2026-05-12,59.24,2026-05-20,54.88,-7.359891964888588,6,破平台止损,54.95,False
002812,2026-05-11,2026-05-12,81.5,2026-05-15,75.1,-7.852760736196329,3,破平台止损,80.85,False
688795,2026-05-12,2026-05-13,699.18,2026-05-15,681.0,-2.6001887925855893,2,破平台止损,715.7,False
301165,2026-05-13,2026-05-14,77.09,2026-05-15,71.08,-7.79608250097289,1,破平台止损,71.48,False
688802,2026-05-13,2026-05-14,788.88,2026-05-15,730.1,-7.451069871209814,1,破平台止损,758.03,False
300395,2026-05-18,2026-05-19,135.9,2026-05-20,130.51,-3.9661515820456295,1,破平台止损,134.32,False
300475,2026-05-18,2026-05-19,190.0,2026-05-22,181.21,-4.626315789473678,3,破MA20,175.0,False
600206,2026-05-18,2026-05-19,30.27,2026-05-22,28.9,-4.525933267261317,3,破平台止损,30.29,False
600487,2026-05-18,2026-05-19,70.23,2026-05-22,70.49,0.3702121600455577,3,破MA20,65.62,False
601006,2026-05-18,2026-05-19,5.43,2026-05-26,5.35,-1.4732965009208066,5,破平台止损,5.41,False
688110,2026-05-18,2026-05-19,155.0,2026-05-22,141.8,-8.516129032258057,3,破平台止损,155.43,False
688396,2026-05-18,2026-05-19,61.2,2026-05-22,60.7,-0.8169934640522847,3,破平台止损,62.17,False
601208,2026-05-19,2026-05-20,47.6,2026-06-02,48.23,1.3235294117647012,9,破MA20,45.16,False
688766,2026-05-19,2026-05-20,423.65,2026-05-22,397.88,-6.082851410362322,2,破平台止损,398.73,False
688795,2026-05-19,2026-05-20,706.97,2026-05-22,692.3,-2.075052689647383,2,破平台止损,715.7,False
002812,2026-05-20,2026-05-21,80.58,2026-05-22,75.69,-6.068503350707378,1,破平台止损,80.85,False
300223,2026-05-20,2026-05-21,144.38,2026-05-22,133.0,-7.881978113312094,1,破平台止损,140.31,False
300757,2026-05-20,2026-05-21,566.48,2026-05-22,530.38,-6.372687473520688,1,破平台止损,556.2,False
600498,2026-05-20,2026-05-21,58.49,2026-05-22,54.5,-6.821678919473417,1,破平台止损,58.44,False
600885,2026-05-20,2026-05-21,32.9,2026-06-08,32.44,-1.3981762917933183,12,破MA20,32.68,False
688525,2026-05-20,2026-05-21,324.61,2026-06-02,304.82,-6.096546625180988,8,破MA20,287.93,False
000988,2026-05-22,2026-05-25,156.74,2026-06-02,144.56,-7.770830675003193,6,破平台止损,147.31,False
002179,2026-05-22,2026-05-25,40.82,2026-05-27,39.69,-2.768250857422838,2,破平台止损,40.3,False
002203,2026-05-22,2026-05-25,21.56,2026-05-27,19.76,-8.348794063079767,2,破平台止损,20.89,False
002475,2026-05-22,2026-05-25,73.3,2026-05-28,71.23,-2.8240109140518332,3,破MA20,68.03,False
002709,2026-05-22,2026-05-25,57.4,2026-05-26,51.95,-9.494773519163758,1,破平台止损,54.95,False
688036,2026-05-22,2026-05-25,63.54,2026-05-28,61.49,-3.2263141328297107,3,破平台止损,61.56,False
300223,2026-05-25,2026-05-26,139.37,2026-06-03,141.6,1.600057401162358,6,破MA20,140.31,False
600206,2026-05-25,2026-05-26,29.88,2026-05-27,29.22,-2.208835341365467,1,破平台止损,30.29,False
600487,2026-05-25,2026-05-26,71.83,2026-05-27,68.47,-4.67771126270361,1,破MA20,65.62,False
688766,2026-05-25,2026-05-26,415.68,2026-05-29,406.2,-2.280600461893767,3,破平台止损,398.73,False
601838,2026-05-26,2026-05-27,18.4,2026-05-28,18.37,-0.1630434782608603,1,破MA20,18.16,False
002371,2026-05-28,2026-05-29,655.53,2026-06-01,624.43,-4.744252742056054,1,破平台止损,655.41,False
300395,2026-05-28,2026-05-29,143.71,2026-06-01,132.17,-8.03006053858466,1,破平台止损,134.32,False
300373,2026-06-02,2026-06-03,107.23,2026-06-09,97.96,-8.644968758742898,4,破平台止损,97.9,False
300475,2026-06-02,2026-06-03,174.35,2026-06-04,174.77,0.2408947519357607,1,破MA20,175.0,False
301308,2026-06-02,2026-06-03,518.79,2026-06-04,528.0,1.775284797316834,1,破MA20,480.39,False
301377,2026-06-02,2026-06-03,344.28,2026-07-03,518.04,50.47054722899966,21,破MA20,327.49,True
600941,2026-06-02,2026-06-03,98.21,2026-06-04,97.8,-0.4174727624478125,1,破平台止损,98.15,False
688036,2026-06-02,2026-06-03,61.5,2026-06-05,59.74,-2.861788617886174,2,破平台止损,61.56,False
688037,2026-06-02,2026-06-03,245.75,2026-06-04,250.0,1.729399796541209,1,破MA20,238.09,False
688347,2026-06-02,2026-06-03,226.3,2026-06-09,220.11,-2.7353071144498475,4,破平台止损,214.8,False
000811,2026-06-03,2026-06-04,31.47,2026-06-05,31.37,-0.3177629488401612,1,破平台止损,31.73,False
688536,2026-06-03,2026-06-04,297.74,2026-06-08,272.34,-8.5309330288171,2,破MA20,267.96,False
